id,tag,value
ebsco_EBSCOhost1html_37,doi,10.1080/24694452.2019.1662766
ebsco_EBSCOhost1html_38,doi,10.1007/s10551-019-04203-x
ebsco_EBSCOhost1html_40,doi,10.1080/00031305.2019.1700163
ebsco_EBSCOhost1html_41,doi,10.1108/LHT-08-2019-0175
ebsco_EBSCOhost1html_42,doi,10.1080/17439884.2020.1786399
ebsco_EBSCOhost1html_43,doi,10.1093/llc/fqz047
ebsco_EBSCOhost1html_44,doi,10.4185/RLCS-2019-1347
ebsco_EBSCOhost1html_45,doi,10.1037/xge0000767
ebsco_EBSCOhost1html_46,doi,10.1080/24694452.2018.1473754
ebsco_EBSCOhost1html_47,doi,10.5944/empiria.42.2019.23254
ebsco_EBSCOhost1html_48,doi,10.1080/1369118X.2019.1594334
ebsco_EBSCOhost1html_49,doi,10.24425/122482
ebsco_EBSCOhost1html_50,doi,10.1002/per.2305
ebsco_EBSCOhost10html_1,doi,10.1287/inte.2017.0895
ebsco_EBSCOhost10html_2,doi,10.1016/j.jretai.2016.12.004
ebsco_EBSCOhost10html_3,doi,10.1108/OIR-07-2018-0217
ebsco_EBSCOhost10html_4,doi,10.1249/MSS.0000000000001947
ebsco_EBSCOhost10html_5,doi,10.1080/00987913.2019.1644891
ebsco_EBSCOhost10html_6,doi,10.1016/j.ipm.2019.01.009
ebsco_EBSCOhost10html_7,doi,10.1016/j.ipm.2018.01.005
ebsco_EBSCOhost10html_8,doi,10.1108/JD-10-2018-0168
ebsco_EBSCOhost10html_9,doi,10.1016/j.chb.2019.02.004
ebsco_EBSCOhost10html_10,doi,10.3928/00220124-20190917-04
ebsco_EBSCOhost10html_11,doi,10.1080/02529203.2019.1639962
ebsco_EBSCOhost10html_12,doi,10.1176/appi.ajp.2019.19050521
ebsco_EBSCOhost10html_13,doi,10.1080/23812346.2019.1596544
ebsco_EBSCOhost10html_14,doi,10.1111/padm.12534
ebsco_EBSCOhost10html_15,doi,10.1177/0032329219844140
ebsco_EBSCOhost10html_16,doi,10.1177/0306312719840429
ebsco_EBSCOhost10html_17,doi,10.1177/0081175019867855
ebsco_EBSCOhost10html_18,doi,10.1080/09739572.2019.1635390
ebsco_EBSCOhost10html_19,doi,10.1080/1369118X.2019.1606268
ebsco_EBSCOhost10html_20,doi,10.1080/1369118X.2019.1581243
ebsco_EBSCOhost10html_21,doi,10.1080/1369118X.2019.1573912
ebsco_EBSCOhost10html_22,doi,10.1017/S0033291719000151
ebsco_EBSCOhost10html_23,doi,10.19173/irrodl.v18i5.2551
ebsco_EBSCOhost10html_24,doi,10.1007/s11423-016-9500-3
ebsco_EBSCOhost10html_25,doi,10.24908/ss.v15i3/4.6610
ebsco_EBSCOhost10html_26,doi,10.1111/1467-8322.12348
ebsco_EBSCOhost10html_27,doi,10.1002/da.22627
ebsco_EBSCOhost10html_28,doi,10.1111/mono.12295
ebsco_EBSCOhost10html_29,doi,10.1108/DLP-10-2016-0040
ebsco_EBSCOhost10html_30,doi,10.1108/EL-07-2015-0130
ebsco_EBSCOhost10html_32,doi,10.1177/0193723516673409
ebsco_EBSCOhost10html_33,doi,10.1080/01972243.2016.1248611
ebsco_EBSCOhost10html_34,doi,10.1080/1369118X.2016.1186713
ebsco_EBSCOhost10html_35,doi,10.1017/ssh.2016.30
ebsco_EBSCOhost10html_36,doi,10.1007/s13524-017-0558-2
ebsco_EBSCOhost10html_37,doi,10.1080/0145935X.2014.955382
ebsco_EBSCOhost10html_38,doi,10.3384/cu.2000.1525.1792184
ebsco_EBSCOhost10html_39,doi,10.1111/1467-954X.12375
ebsco_EBSCOhost10html_40,doi,10.1093/poq/nfx008
ebsco_EBSCOhost10html_41,doi,10.1093/poq/nfw059
ebsco_EBSCOhost10html_42,doi,10.12759/hsr.42.2017.1.103-122
ebsco_EBSCOhost10html_43,doi,10.1111/cico.12220
ebsco_EBSCOhost10html_44,doi,10.1111/cico.12218
ebsco_EBSCOhost10html_45,doi,10.1111/apha.12878
ebsco_EBSCOhost10html_46,doi,10.1093/ahr/122.2.425
ebsco_EBSCOhost10html_47,doi,10.1093/ahr/122.2.400
ebsco_EBSCOhost10html_48,doi,10.1111/pcn.12502
ebsco_EBSCOhost10html_49,doi,10.1162/leon_a_01810
ebsco_EBSCOhost10html_50,doi,10.1057/s41271-017-0100-1
ebsco_EBSCOhost11html_1,doi,10.1177/0269216317726250
ebsco_EBSCOhost11html_2,doi,10.1002/asi.23563
ebsco_EBSCOhost11html_3,doi,10.1080/08832323.2016.1181045
ebsco_EBSCOhost11html_4,doi,10.1108/DLP-05-2016-0013
ebsco_EBSCOhost11html_5,doi,10.1080/02680939.2015.1132774
ebsco_EBSCOhost11html_6,doi,10.1002/asi.23497
ebsco_EBSCOhost11html_7,doi,10.1177/1077699016639231
ebsco_EBSCOhost11html_8,doi,10.1080/15236803.2016.12002243
ebsco_EBSCOhost11html_9,doi,10.1016/j.chb.2015.12.055
ebsco_EBSCOhost11html_10,doi,10.1021/acs.jchemed.5b00524
ebsco_EBSCOhost11html_11,doi,10.1353/lib.2016.0006
ebsco_EBSCOhost11html_12,doi,10.1080/13603124.2015.1096076
ebsco_EBSCOhost11html_13,doi,10.1177/0047239515617146
ebsco_EBSCOhost11html_14,doi,10.1177/0002764219826222
ebsco_EBSCOhost11html_15,doi,10.1177/0002764219826282
ebsco_EBSCOhost11html_16,doi,10.1177/0002764218784991
ebsco_EBSCOhost11html_17,doi,10.1177/0002764218784636
ebsco_EBSCOhost11html_18,doi,10.1016/j.chb.2018.12.029
ebsco_EBSCOhost11html_19,doi,10.1080/17439884.2018.1556215
ebsco_EBSCOhost11html_20,doi,10.1080/00031305.2018.1514325
ebsco_EBSCOhost11html_21,doi,10.1080/00031305.2018.1447512
ebsco_EBSCOhost11html_22,doi,10.1016/j.chb.2018.03.004
ebsco_EBSCOhost11html_23,doi,10.1080/00330124.2018.1518720
ebsco_EBSCOhost11html_24,doi,10.1016/j.culher.2018.10.002
ebsco_EBSCOhost11html_25,doi,10.1111/1468-2346.12750
ebsco_EBSCOhost11html_26,doi,10.1177/0038038515614186
ebsco_EBSCOhost11html_27,doi,10.1177/0196859916666041
ebsco_EBSCOhost11html_28,doi,10.1016/j.ssresearch.2016.04.015
ebsco_EBSCOhost11html_29,doi,10.1177/0308518X16651445
ebsco_EBSCOhost11html_31,doi,10.1177/0032321718764990
ebsco_EBSCOhost11html_32,doi,10.1257/pandp.20191012
ebsco_EBSCOhost11html_33,doi,10.1257/pandp.20191001
ebsco_EBSCOhost11html_34,doi,10.1257/pandp.20191000
ebsco_EBSCOhost11html_35,doi,10.1177/0306396818823172
ebsco_EBSCOhost11html_36,doi,10.1111/bioe.12565
ebsco_EBSCOhost11html_37,doi,10.1111/bioe.12551
ebsco_EBSCOhost11html_38,doi,10.1080/1369118X.2015.1091026
ebsco_EBSCOhost11html_39,doi,10.1093/ips/olw010
ebsco_EBSCOhost11html_40,doi,10.1057/s41292-016-0003-6
ebsco_EBSCOhost11html_41,doi,10.1057/s41292-016-0004-5
ebsco_EBSCOhost11html_42,doi,10.1057/biosoc.2015.25
ebsco_EBSCOhost11html_43,doi,10.1177/1357034X15624973
ebsco_EBSCOhost11html_44,doi,10.1007/s11135-015-0162-8
ebsco_EBSCOhost11html_45,doi,10.1108/IJHRH-01-2018-0007
ebsco_EBSCOhost11html_46,doi,10.1177/1473325017725802
ebsco_EBSCOhost11html_47,doi,10.1177/1097184X18805550
ebsco_EBSCOhost11html_48,doi,10.1080/00167223.2019.1573409
ebsco_EBSCOhost11html_49,doi,10.1017/S0033291716001367
ebsco_EBSCOhost11html_50,doi,10.1017/iop.2015.85
ebsco_EBSCOhost13html_1,doi,10.1016/j.childyouth.2018.11.030
ebsco_EBSCOhost13html_2,doi,10.1080/08832323.2018.1502142
ebsco_EBSCOhost13html_3,doi,10.1080/87567555.2018.1518890
ebsco_EBSCOhost13html_4,doi,10.14324/111.444.amps.2019v15i1.001
ebsco_EBSCOhost13html_5,doi,10.1177/0040571X18805908
ebsco_EBSCOhost13html_6,doi,10.1016/j.culher.2018.06.003
ebsco_EBSCOhost13html_7,doi,10.1177/0038038518767075
ebsco_EBSCOhost13html_8,doi,10.1093/ageing/afy162
ebsco_EBSCOhost13html_9,doi,10.1080/02529203.2018.1519208
ebsco_EBSCOhost13html_10,doi,10.1257/jep.33.1.131
ebsco_EBSCOhost13html_13,doi,10.1177/1468795X18810577
ebsco_EBSCOhost13html_14,doi,10.1177/1461444818794592
ebsco_EBSCOhost13html_15,doi,10.1080/03057240.2018.1463204
ebsco_EBSCOhost13html_16,doi,10.1080/23752696.2018.1484671
ebsco_EBSCOhost13html_17,doi,10.1177/0165551517748291
ebsco_EBSCOhost13html_18,doi,10.1177/0165551517748149
ebsco_EBSCOhost13html_19,doi,10.1093/llc/fqy006
ebsco_EBSCOhost13html_20,doi,10.1177/1360780418781615
ebsco_EBSCOhost13html_21,doi,10.1177/0952695118820806
ebsco_EBSCOhost13html_22,doi,10.2478/bog-2018-0040
ebsco_EBSCOhost13html_23,doi,10.1177/1360780418781615
ebsco_EBSCOhost13html_24,doi,10.1016/j.ipm.2019.102100
ebsco_EBSCOhost13html_25,doi,10.1016/j.chb.2020.106470
ebsco_EBSCOhost13html_26,doi,10.1016/j.childyouth.2020.105250
ebsco_EBSCOhost13html_27,doi,10.1016/j.ipm.2020.102276
ebsco_EBSCOhost13html_28,doi,10.1016/j.brat.2020.103692
ebsco_EBSCOhost13html_29,doi,10.1126/science.aaz8627
ebsco_EBSCOhost13html_30,doi,10.1016/j.childyouth.2015.09.014
ebsco_EBSCOhost13html_31,doi,10.1002/asi.23294
ebsco_EBSCOhost13html_32,doi,10.1002/asi.23212
ebsco_EBSCOhost13html_33,doi,10.1080/23265507.2015.1074870
ebsco_EBSCOhost13html_34,doi,10.1080/23265507.2015.1074869
ebsco_EBSCOhost13html_35,doi,10.3368/lj.34.2.161
ebsco_EBSCOhost13html_36,doi,10.1111/zygo.12187
ebsco_EBSCOhost13html_37,doi,10.1177/0163443715594106
ebsco_EBSCOhost13html_38,doi,10.1177/0163443715594103
ebsco_EBSCOhost13html_39,doi,10.1177/0163443715594102
ebsco_EBSCOhost13html_40,doi,10.1080/03085147.2015.1043793
ebsco_EBSCOhost13html_41,doi,10.1016/j.futures.2014.12.011
ebsco_EBSCOhost13html_42,doi,10.1177/0002716215570866
ebsco_EBSCOhost13html_43,doi,10.1177/0002716215570847
ebsco_EBSCOhost13html_44,doi,10.1177/0002716215570007
ebsco_EBSCOhost13html_45,doi,10.1177/0002716215569174
ebsco_EBSCOhost13html_46,doi,10.1111/jiec.12241
ebsco_EBSCOhost13html_47,doi,10.1017/S1049096514001826
ebsco_EBSCOhost13html_48,doi,10.1017/S1049096514001796
ebsco_EBSCOhost13html_49,doi,10.1017/S1049096514001784
ebsco_EBSCOhost13html_50,doi,10.1017/S1049096514001772
ebsco_EBSCOhost14html_1,doi,10.1017/S1049096514001760
ebsco_EBSCOhost14html_2,doi,10.1080/1369118X.2015.1008538
ebsco_EBSCOhost14html_3,doi,10.1007/s11135-014-0036-5
ebsco_EBSCOhost14html_4,doi,10.1016/j.ipm.2019.102095
ebsco_EBSCOhost14html_6,doi,10.1016/j.socscimed.2019.112533
ebsco_EBSCOhost14html_7,doi,10.1177/0042098017751982
ebsco_EBSCOhost14html_8,doi,10.1016/S0140-6736(19)32432-8
ebsco_EBSCOhost14html_9,doi,10.1108/JD-02-2018-0036
ebsco_EBSCOhost14html_10,doi,10.1080/00031305.2018.1448891
ebsco_EBSCOhost14html_11,doi,10.1177/0095399718760585
ebsco_EBSCOhost14html_12,doi,10.1177/0741932518772904
ebsco_EBSCOhost14html_13,doi,10.1016/j.ipm.2017.10.005
ebsco_EBSCOhost14html_14,doi,10.1080/01930826.2014.915168
ebsco_EBSCOhost14html_16,doi,10.1080/24694452.2017.1421898
ebsco_EBSCOhost14html_17,doi,10.1016/j.jenvman.2018.06.016
ebsco_EBSCOhost14html_18,doi,10.1080/24694452.2018.1433016
ebsco_EBSCOhost14html_19,doi,10.1080/09644016.2018.1491116
ebsco_EBSCOhost14html_20,doi,10.1177/1461444818762602
ebsco_EBSCOhost14html_21,doi,10.1080/01419870.2017.1285421
ebsco_EBSCOhost14html_22,doi,10.1162/LEON_a_01686
ebsco_EBSCOhost14html_23,doi,10.2105/AJPH.2015.302782
ebsco_EBSCOhost14html_25,doi,10.19173/irrodl.v16i5.2244
ebsco_EBSCOhost14html_27,doi,10.2505/4/tst15_082_05_25
ebsco_EBSCOhost14html_28,doi,10.1007/s10649-015-9592-4
ebsco_EBSCOhost14html_30,doi,10.1080/10572252.2015.975955
ebsco_EBSCOhost14html_31,doi,10.1080/02680939.2020.1712013
ebsco_EBSCOhost14html_32,doi,10.1002/ad.1927
ebsco_EBSCOhost14html_33,doi,10.1386/tear.13.1-2.137_1
ebsco_EBSCOhost14html_34,doi,10.1016/j.jaac.2020.01.001
ebsco_EBSCOhost14html_35,doi,10.1163/15685314-04305006
ebsco_EBSCOhost14html_36,doi,10.1163/15685314-04305002
ebsco_EBSCOhost14html_37,doi,10.1080/15205436.2015.1045300
ebsco_EBSCOhost14html_38,doi,10.24908/ss.v13i2.5363
ebsco_EBSCOhost14html_39,doi,10.1177/0001839215585725
ebsco_EBSCOhost14html_40,doi,10.1111/tsq.12101
ebsco_EBSCOhost14html_41,doi,10.1111/1467-954X.12286
ebsco_EBSCOhost14html_42,doi,10.1386/macp.11.1.129_5
ebsco_EBSCOhost14html_43,doi,10.3233/JEM-150401
ebsco_EBSCOhost14html_44,doi,10.1111/asap.12036
ebsco_EBSCOhost14html_45,doi,10.1111/zygo.12199
ebsco_EBSCOhost14html_46,doi,10.1038/nature14604
ebsco_EBSCOhost14html_47,doi,10.1080/00091383.2015.1031620
ebsco_EBSCOhost14html_48,doi,10.1080/0144929X.2014.968208
ebsco_EBSCOhost14html_49,doi,10.1080/00332747.2015.1016783
ebsco_EBSCOhost14html_50,doi,10.1016/j.childyouth.2018.05.030
ebsco_EBSCOhost15html_1,doi,10.1177/1090198117739673
ebsco_EBSCOhost15html_2,doi,10.1086/698348
ebsco_EBSCOhost15html_3,doi,10.1108/IntR-06-2017-0246
ebsco_EBSCOhost15html_4,doi,10.1080/14647893.2017.1370449
ebsco_EBSCOhost15html_5,doi,10.1108/LHT-10-2017-0211
ebsco_EBSCOhost15html_6,doi,10.3233/EFI-180209
ebsco_EBSCOhost15html_7,doi,10.3233/EFI-180200
ebsco_EBSCOhost15html_8,doi,10.1016/j.compcom.2018.03.003
ebsco_EBSCOhost15html_9,doi,10.1177/0165551517693712
ebsco_EBSCOhost15html_10,doi,10.1017/S0307883318000299
ebsco_EBSCOhost15html_11,doi,10.1080/09502386.2017.1384034
ebsco_EBSCOhost15html_12,doi,10.3138/ctr.175.010
ebsco_EBSCOhost15html_13,doi,10.1093/llc/fqx020
ebsco_EBSCOhost15html_14,doi,10.1016/j.worlddev.2018.03.007
ebsco_EBSCOhost15html_15,doi,10.1017/S1049096518000689
ebsco_EBSCOhost15html_16,doi,10.1111/cag.12455
ebsco_EBSCOhost15html_17,doi,10.1080/1600910X.2018.1503609
ebsco_EBSCOhost15html_19,doi,10.1177/0725513618776699
ebsco_EBSCOhost15html_20,doi,10.1002/pam.21922
ebsco_EBSCOhost15html_21,doi,10.1111/jcpp.12538
ebsco_EBSCOhost15html_22,doi,10.1111/soc4.12737
ebsco_EBSCOhost15html_23,doi,10.1177/0308518X18798837
ebsco_EBSCOhost15html_24,doi,10.1007/s11528-016-0148-y
ebsco_EBSCOhost15html_25,doi,10.1080/0361526X.2014.915605
ebsco_EBSCOhost15html_26,doi,10.2190/ET.43.2.d
ebsco_EBSCOhost15html_27,doi,10.1002/pam.21751
ebsco_EBSCOhost15html_28,doi,10.1080/1472586X.2014.887268
ebsco_EBSCOhost15html_29,doi,10.1111/1467-954X.12158
ebsco_EBSCOhost15html_30,doi,10.1177/0038038513511561
ebsco_EBSCOhost15html_31,doi,10.1068/a472c
ebsco_EBSCOhost15html_32,doi,10.1353/sais.2014.0010
ebsco_EBSCOhost15html_33,doi,10.1353/sais.2014.0002
ebsco_EBSCOhost15html_34,doi,10.1353/sais.2014.0005
ebsco_EBSCOhost15html_35,doi,10.1353/sais.2014.0018
ebsco_EBSCOhost15html_36,doi,10.1080/08900523.2014.863126
ebsco_EBSCOhost15html_41,doi,10.1108/S1042-319220140000013014
ebsco_EBSCOhost15html_42,doi,10.1108/S1042-319220140000013011
ebsco_EBSCOhost15html_43,doi,10.1108/S1042-319220140000013005
ebsco_EBSCOhost15html_44,doi,10.1108/S1042-319220140000013004
ebsco_EBSCOhost15html_45,doi,10.1017/S0140525X1300277X
ebsco_EBSCOhost15html_46,doi,10.1016/j.acalib.2013.06.002
ebsco_EBSCOhost15html_47,doi,10.1016/j.jaac.2018.07.785
ebsco_EBSCOhost15html_48,doi,10.1016/j.jaac.2018.07.782
ebsco_EBSCOhost15html_49,doi,10.1016/S0140-6736(18)31619-2
ebsco_EBSCOhost15html_50,doi,10.2105/AJPH.2019.304965
ebsco_EBSCOhost16html_1,doi,10.2105/AJPH.2019.304951
ebsco_EBSCOhost16html_2,doi,10.1016/j.lisr.2020.101029
ebsco_EBSCOhost16html_3,doi,10.1016/j.ipm.2019.102174
ebsco_EBSCOhost16html_4,doi,10.1016/j.socscimed.2020.113116
ebsco_EBSCOhost16html_5,doi,10.1080/15374416.2018.1443461
ebsco_EBSCOhost16html_6,doi,10.1080/09588221.2018.1447723
ebsco_EBSCOhost16html_7,doi,10.1080/09588221.2017.1378237
ebsco_EBSCOhost16html_8,doi,10.1093/joc/jqx022
ebsco_EBSCOhost16html_9,doi,10.1108/BL-03-2018-0012
ebsco_EBSCOhost16html_10,doi,10.1016/j.chb.2017.11.011
ebsco_EBSCOhost16html_11,doi,10.1108/EL-02-2017-0026
ebsco_EBSCOhost16html_13,doi,10.1017/S0026749X16000135
ebsco_EBSCOhost16html_14,doi,10.1093/cje/bex057
ebsco_EBSCOhost16html_15,doi,10.1080/24694452.2017.1373625
ebsco_EBSCOhost16html_16,doi,10.1177/0308518X17745874
ebsco_EBSCOhost16html_17,doi,10.1017/S0008423917001135
ebsco_EBSCOhost16html_18,doi,10.1485/AIS_2018/11_3434215
ebsco_EBSCOhost16html_19,doi,10.1177/0306312718772094
ebsco_EBSCOhost16html_20,doi,10.1177/1461444817697722
ebsco_EBSCOhost16html_22,doi,10.1057/s41292-017-0037-4
ebsco_EBSCOhost16html_23,doi,10.1007/s11135-017-0582-8
ebsco_EBSCOhost16html_24,doi,10.1007/s11135-017-0522-7
ebsco_EBSCOhost16html_25,doi,10.1177/1461444816687293
ebsco_EBSCOhost16html_26,doi,10.1287/inte.2017.0900
ebsco_EBSCOhost16html_27,doi,10.2105/AJPH.2015.302951
ebsco_EBSCOhost16html_28,doi,10.3998/fc.13761232.0040.111
ebsco_EBSCOhost16html_29,doi,10.3109/13561820.2015.1092951
ebsco_EBSCOhost16html_30,doi,10.1080/01436597.2019.1589790
ebsco_EBSCOhost16html_31,doi,10.1038/527S8a
ebsco_EBSCOhost16html_33,doi,10.1002/jee.20052
ebsco_EBSCOhost16html_35,doi,10.1386/btwo.4.1-2.21_1
ebsco_EBSCOhost16html_37,doi,10.1111/ropr.12080
ebsco_EBSCOhost16html_38,doi,10.1111/psj.12050
ebsco_EBSCOhost16html_39,doi,10.4185/RLCS-2014-1008en
ebsco_EBSCOhost16html_40,doi,10.1111/josp.12070
ebsco_EBSCOhost16html_41,doi,10.24908/ss.v12i3.5017
ebsco_EBSCOhost16html_42,doi,10.1007/s11186-014-9221-8
ebsco_EBSCOhost16html_43,doi,10.1111/1467-9566.12109
ebsco_EBSCOhost16html_44,doi,10.2224/sbp.2014.42.5.769
ebsco_EBSCOhost16html_45,doi,10.24908/ss.v12i2.4600
ebsco_EBSCOhost16html_46,doi,10.24908/ss.v12i2.4741
ebsco_EBSCOhost16html_47,doi,10.24908/ss.v12i2.5242
ebsco_EBSCOhost16html_48,doi,10.5130/csr.v20i1.3832
ebsco_EBSCOhost16html_49,doi,10.1038/nn.3838
ebsco_EBSCOhost16html_50,doi,10.1038/nn.3837
ebsco_EBSCOhost17html_1,doi,10.1038/nature13319
ebsco_EBSCOhost17html_2,doi,10.1080/09515089.2013.827961
ebsco_EBSCOhost17html_3,doi,10.1037/pas0000472
ebsco_EBSCOhost17html_4,doi,10.1080/00220620.2017.1395826
ebsco_EBSCOhost17html_5,doi,10.1177/0165551517743645
ebsco_EBSCOhost17html_6,doi,10.1080/00031305.2017.1397549
ebsco_EBSCOhost17html_8,doi,10.1108/DLP-07-2017-0022
ebsco_EBSCOhost17html_9,doi,10.1086/694888
ebsco_EBSCOhost17html_10,doi,10.1002/asi.23915
ebsco_EBSCOhost17html_11,doi,10.1080/00933104.2017.1333473
ebsco_EBSCOhost17html_12,doi,10.1080/03085147.2018.1457261
ebsco_EBSCOhost17html_13,doi,10.1177/0163443717704997
ebsco_EBSCOhost17html_14,doi,10.1057/s41271-017-0106-8
ebsco_EBSCOhost17html_15,doi,10.1080/01972243.2017.1391910
ebsco_EBSCOhost17html_16,doi,10.1177/1461444816661552
ebsco_EBSCOhost17html_18,doi,10.1080/09523987.2017.1407080
ebsco_EBSCOhost17html_19,doi,10.2105/AJPH.2018.304601
ebsco_EBSCOhost17html_20,doi,10.1177/1470412917742083
ebsco_EBSCOhost17html_21,doi,10.1086/695679
ebsco_EBSCOhost17html_22,doi,10.1080/0950236X.2015.1126630
ebsco_EBSCOhost17html_23,doi,10.1080/10463283.2016.1260238
ebsco_EBSCOhost17html_24,doi,10.1515/peps-2017-0041
ebsco_EBSCOhost17html_25,doi,10.1080/17439884.2013.771783
ebsco_EBSCOhost17html_26,doi,10.1177/0165551513478738
ebsco_EBSCOhost17html_27,doi,10.1080/01639269.2013.787274
ebsco_EBSCOhost17html_28,doi,10.15288/jsad.2016.77.681
ebsco_EBSCOhost17html_29,doi,10.1080/08838151.2012.761700
ebsco_EBSCOhost17html_31,doi,10.1080/02680513.2017.1348291
ebsco_EBSCOhost17html_32,doi,10.1080/13562517.2017.1332026
ebsco_EBSCOhost17html_33,doi,10.1111/hcre.12114
ebsco_EBSCOhost17html_34,doi,10.1080/02602938.2016.1223834
ebsco_EBSCOhost17html_35,doi,10.1080/10457097.2017.1355136
ebsco_EBSCOhost17html_36,doi,10.1108/OIR-05-2016-0125
ebsco_EBSCOhost17html_37,doi,10.1080/01425692.2016.1158640
ebsco_EBSCOhost17html_38,doi,10.1111/ssqu.12441
ebsco_EBSCOhost17html_39,doi,10.1215/00982601-4130753
ebsco_EBSCOhost17html_40,doi,10.1111/jgs.14995
ebsco_EBSCOhost17html_41,doi,10.1017/S104909651700107X
ebsco_EBSCOhost17html_42,doi,10.1007/s40647-016-0156-5
ebsco_EBSCOhost17html_43,doi,10.1080/01419870.2017.1334935
ebsco_EBSCOhost17html_44,doi,10.1080/13533312.2017.1383562
ebsco_EBSCOhost17html_45,doi,10.1177/1461444816636090
ebsco_EBSCOhost17html_46,doi,10.1177/0950017016668133
ebsco_EBSCOhost17html_47,doi,10.1542/peds.2016-1758O
ebsco_EBSCOhost17html_48,doi,10.1287/inte.2017.0906
ebsco_EBSCOhost17html_49,doi,10.1162/leon_e_01656
ebsco_EBSCOhost17html_50,doi,10.1038/498255a
ebsco_EBSCOhost18html_1,doi,10.1093/sw/swu045
ebsco_EBSCOhost18html_2,doi,10.1111/jcom.12311
ebsco_EBSCOhost18html_3,doi,10.1177/0034523717723391
ebsco_EBSCOhost18html_4,doi,10.1177/0034523717723384
ebsco_EBSCOhost18html_5,doi,10.1108/EL-09-2016-0198
ebsco_EBSCOhost18html_6,doi,10.1108/EL-09-2016-0192
ebsco_EBSCOhost18html_7,doi,10.1111/mono.12295
ebsco_EBSCOhost18html_8,doi,10.1108/IntR-06-2016-0167
ebsco_EBSCOhost18html_9,doi,10.1016/j.jas.2017.06.003
ebsco_EBSCOhost18html_10,doi,10.1080/0950236X.2017.1323492
ebsco_EBSCOhost18html_11,doi,10.1093/jaarel/lfw012
ebsco_EBSCOhost18html_12,doi,10.1111/phil.12150
ebsco_EBSCOhost18html_13,doi,10.1146/annurev-soc-060116-053613
ebsco_EBSCOhost18html_14,doi,10.1016/j.futures.2017.03.006
ebsco_EBSCOhost18html_15,doi,10.24908/ss.v13i3/4.5994
ebsco_EBSCOhost18html_16,doi,10.1126/science.aar5419
ebsco_EBSCOhost18html_17,doi,10.1080/00438243.2016.1260046
ebsco_EBSCOhost18html_21,doi,10.1080/07377363.2014.915448
ebsco_EBSCOhost18html_22,doi,10.1080/19345747.2017.1402397
ebsco_EBSCOhost18html_23,doi,10.1016/j.chb.2016.07.043
ebsco_EBSCOhost18html_24,doi,10.1002/asi.23596
ebsco_EBSCOhost18html_25,doi,10.1108/LHT-08-2016-0090
ebsco_EBSCOhost18html_27,doi,10.1080/02601370.2016.1224037
ebsco_EBSCOhost18html_28,doi,10.1016/j.childyouth.2016.05.024
ebsco_EBSCOhost18html_29,doi,10.1080/08832323.2016.1218317
ebsco_EBSCOhost18html_30,doi,10.1002/pam.21925
ebsco_EBSCOhost18html_31,doi,10.1080/17449642.2016.1179837
ebsco_EBSCOhost18html_32,doi,10.1016/j.chb.2016.02.056
ebsco_EBSCOhost18html_33,doi,10.1177/1077699016640715
ebsco_EBSCOhost18html_34,doi,10.1016/j.ipm.2015.10.004
